"battalion","incident_date_month","incidents_count","avg_minutes_to_arrival","avg_minutes_to_close","avg_suppression_units","avg_suppression_personnel","avg_ems_units","avg_ems_personnel","avg_other_units","avg_other_personnel","avg_estimated_property_loss","avg_estimated_contents_loss","avg_fire_fatalities","avg_fire_injuries","avg_civilian_fatalities","avg_civilian_injuries","avg_number_of_alarms","count_detectors_present","avg_number_of_floors_with_minimum_damage","avg_number_of_floors_with_significant_damage","avg_number_of_floors_with_heavy_damage","avg_number_of_floors_with_extreme_damage","count_automatic_extinguishing_system_present"
"B02","2021-07-01 00:00:00+00",444,-4.183896396396396,-21.800525525525526,2.310810810810811,8.745495495495495,0.24774774774774774,0.43018018018018017,0.04054054054054054,0.07207207207207207,1770,1407.5,0.0,0.0,0.0,0.0,1.0,4,NULL,NULL,NULL,NULL,2
"B02","2021-08-01 00:00:00+00",427,-4.275487900078064,-24.1019906323185,2.4355971896955504,9.166276346604215,0.2693208430913349,0.48243559718969553,0.08196721311475409,0.13817330210772832,4384.375,1667.2727272727273,0.0,0.0,0.0,0.0,1.0,5,NULL,NULL,NULL,NULL,4
"B02","2021-09-01 00:00:00+00",417,-4.3986410871302954,-21.787250199840127,2.4580335731414866,9.2757793764988,0.24700239808153476,0.4292565947242206,0.06474820143884892,0.11750599520383694,206196.33333333334,49175,0.0,0.0,0.0,0.0,1.0,2,NULL,1.0,NULL,NULL,1
"B02","2021-10-01 00:00:00+00",461,-4.370354302241504,-22.0441431670282,2.193058568329718,8.349240780911062,0.23427331887201736,0.43383947939262474,0.0455531453362256,0.08459869848156182,5592.75,1043.125,0.0,0.0,0.0,0.0,1.0,1,NULL,1.0,NULL,NULL,1
"B02","2021-11-01 00:00:00+00",471,-4.442816702052371,-19.860191082802547,2.3099787685774946,8.736730360934182,0.208067940552017,0.37154989384288745,0.055201698513800426,0.10615711252653928,5342.857142857143,2062.5,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,1
"B02","2021-12-01 00:00:00+00",518,-4.40971685971686,-21.969015444015444,2.5907335907335907,9.662162162162161,0.19498069498069498,0.3590733590733591,0.06563706563706563,0.12934362934362933,165250,5430,0.0,0.0,0.0,0.0,1.0019305019305018,2,NULL,NULL,NULL,NULL,1
"B02","2022-01-01 00:00:00+00",484,-4.573588154269973,-21.34831267217631,2.1714876033057853,8.21900826446281,0.15289256198347106,0.28512396694214875,0.05371900826446281,0.09297520661157024,10561.35294117647,7331.818181818182,0.0,0.0,0.0,0.0,1.0,4,NULL,NULL,NULL,NULL,3
"B02","2022-02-01 00:00:00+00",430,-4.405736434108527,-22.58186046511628,2.441860465116279,9.16046511627907,0.2627906976744186,0.4720930232558139,0.06744186046511629,0.12093023255813953,112605.35714285714,58170,0.0,0.0,0.0,0.009302325581395349,1.0023255813953489,5,NULL,NULL,NULL,NULL,4
"B02","2022-03-01 00:00:00+00",418,-4.579385964912281,-21.754665071770336,2.325358851674641,8.811004784688995,0.2583732057416268,0.4665071770334928,0.05263157894736842,0.09808612440191387,6792.857142857143,15415.454545454546,0.0,0.0,0.0,0.0,1.0,5,NULL,NULL,NULL,NULL,4
"B02","2022-04-01 00:00:00+00",468,-4.408511396011396,-22.50267094017094,2.448717948717949,9.198717948717949,0.23504273504273504,0.41239316239316237,0.05555555555555555,0.10042735042735043,8361.666666666666,1337.7272727272727,0.0,0.0,0.0,0.0,1.0,4,NULL,NULL,NULL,NULL,3
"B02","2022-05-01 00:00:00+00",477,-4.699021663172607,-22.695527603074773,2.251572327044025,8.572327044025156,0.21593291404612158,0.3857442348008386,0.06079664570230608,0.1069182389937107,23438.9,11623.882352941177,0.0,0.0,0.0,0.0020964360587002098,1.0,4,NULL,NULL,NULL,NULL,2
"B02","2022-06-01 00:00:00+00",452,-4.509439528023599,-22.539048672566373,2.2986725663716814,8.670353982300885,0.2588495575221239,0.46238938053097345,0.048672566371681415,0.084070796460177,5016.090909090909,837.5,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,1
"B02","2022-07-01 00:00:00+00",504,-4.612400793650794,-20.22903439153439,2.2936507936507935,8.63888888888889,0.15873015873015872,0.2916666666666667,0.04563492063492063,0.07936507936507936,24422.5,1252.5,0.0,0.0,0.0,0.0,1.001984126984127,2,NULL,NULL,NULL,NULL,NULL
"B02","2022-08-01 00:00:00+00",494,-4.346322537112011,-22.074493927125506,2.1963562753036436,8.263157894736842,0.22672064777327935,0.4251012145748988,0.058704453441295545,0.10121457489878542,506.6666666666667,108.92857142857143,0.0,0.0,0.0,0.0,1.0,3,NULL,NULL,NULL,NULL,2
"B02","2022-09-01 00:00:00+00",494,-4.607843137254902,-22.955937921727397,2.248987854251012,8.479757085020243,0.2631578947368421,0.4777327935222672,0.05263157894736842,0.0951417004048583,37228.57142857143,11147.222222222223,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,NULL
"B02","2022-10-01 00:00:00+00",548,-4.371633150517977,-21.758789537712897,2.417883211678832,9.058394160583942,0.26824817518248173,0.4908759124087591,0.06934306569343066,0.12773722627737227,77872.72727272728,10800,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2022-11-01 00:00:00+00",650,-4.45074358974359,-20.167076923076923,2.253846153846154,8.496923076923077,0.19230769230769232,0.3507692307692308,0.04461538461538461,0.08307692307692308,24093.1875,6535,0.0,0.0,0.0,0.0,1.0,4,NULL,NULL,NULL,NULL,2
"B02","2022-12-01 00:00:00+00",679,-4.65952380952381,-18.99322533136966,2.247422680412371,8.474226804123711,0.18262150220913106,0.3284241531664212,0.041237113402061855,0.07658321060382917,2066.6666666666665,122.14285714285714,0.0,0.0,0.0,0.0014727540500736377,1.0,1,NULL,NULL,NULL,NULL,2
"B02","2023-01-01 00:00:00+00",591,-4.754624929498026,-21.037817258883248,2.1962774957698814,8.248730964467006,0.19796954314720813,0.3637901861252115,0.05245346869712352,0.09813874788494077,10226.923076923076,1686.111111111111,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2023-02-01 00:00:00+00",548,-4.575273722627737,-19.06633211678832,2.2372262773722627,8.41970802919708,0.17335766423357665,0.30656934306569344,0.043795620437956206,0.08394160583941605,11121,520.6666666666666,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2023-03-01 00:00:00+00",685,-5.229391727493917,-19.59661800486618,2.2277372262773723,8.432116788321167,0.1562043795620438,0.27883211678832115,0.043795620437956206,0.08029197080291971,32477.384615384617,7972.222222222223,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,1
"B02","2023-04-01 00:00:00+00",554,-4.641696750902527,-19.565072202166064,2.1534296028880866,8.196750902527075,0.20397111913357402,0.3555956678700361,0.05415162454873646,0.09205776173285199,7480.357142857143,10622.727272727272,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2023-05-01 00:00:00+00",550,-4.572878787878788,-20.781030303030303,2.1963636363636363,8.381818181818181,0.18545454545454546,0.3327272727272727,0.04909090909090909,0.08545454545454545,6598,1282.3529411764705,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2023-06-01 00:00:00+00",522,-4.461526181353768,-28.693135376756068,2.1685823754789273,8.295019157088122,0.18007662835249041,0.3218390804597701,0.04980842911877394,0.0842911877394636,17548.25,1284.25,0.0,0.0,0.0,0.0,1.0,3,NULL,NULL,NULL,NULL,6
"B02","2023-07-01 00:00:00+00",462,-4.82049062049062,-22.7265873015873,2.2662337662337664,8.658008658008658,0.23593073593073594,0.42857142857142855,0.05194805194805195,0.09956709956709957,10268.90909090909,1813.6363636363637,0.0,0.0,0.0,0.0,1.0,3,NULL,NULL,NULL,NULL,2
"B02","2023-08-01 00:00:00+00",566,-4.666872791519435,-48.7821554770318,2.1731448763250882,8.263250883392226,0.23851590106007067,0.4028268551236749,0.045936395759717315,0.07597173144876325,102661.53846153847,7958.333333333333,0.0,0.0,0.0,0.0,1.0053003533568905,2,NULL,NULL,NULL,NULL,NULL
"B02","2023-09-01 00:00:00+00",527,-4.5929475015812775,-18.885673624288426,2.2011385199240987,8.409867172675522,0.1840607210626186,0.32447817836812143,0.028462998102466792,0.05313092979127135,6300,25,0.0,0.0,0.0,0.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
"B02","2023-10-01 00:00:00+00",538,-4.75551425030979,-21.565272614622057,2.37546468401487,8.96096654275093,0.23234200743494424,0.4163568773234201,0.05762081784386617,0.11152416356877323,94922.72727272728,10068.181818181818,0.0,0.0,0.0,0.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
"B02","2023-11-01 00:00:00+00",577,-4.518630849220104,-26.06366262276141,2.38474870017331,8.876949740034663,0.20797227036395147,0.36568457538994803,0.08665511265164645,0.13518197573656845,10689.24,3532.8571428571427,0.0,0.0,0.0,0.0,1.0,7,NULL,NULL,NULL,NULL,4
"B02","2023-12-01 00:00:00+00",567,-4.483274544385655,-19.570194003527337,2.2786596119929454,8.55379188712522,0.16225749559082892,0.2998236331569665,0.03880070546737213,0.07231040564373897,14118.8,8359.375,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2024-01-01 00:00:00+00",562,-4.583244365361803,-17.789175563463818,2.386120996441281,8.916370106761565,0.1797153024911032,0.33274021352313166,0.06227758007117438,0.12277580071174377,4431.818181818182,400,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,1
"B02","2024-02-01 00:00:00+00",543,-4.634039287906691,-19.71903007980356,2.320441988950276,8.749539594843462,0.1878453038674033,0.3406998158379374,0.04419889502762431,0.0847145488029466,5984,866.6666666666666,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,1
"B02","2024-03-01 00:00:00+00",545,-5.034403669724771,-20.035779816513763,2.1779816513761467,8.293577981651376,0.1944954128440367,0.363302752293578,0.03669724770642202,0.062385321100917435,18002,4305,0.0,0.0,0.0,0.003669724770642202,1.003669724770642,5,NULL,NULL,NULL,NULL,3
"B02","2024-04-01 00:00:00+00",483,-4.7886818495514145,-19.74951690821256,2.31055900621118,8.714285714285714,0.17184265010351968,0.32091097308488614,0.055900621118012424,0.10766045548654245,60797.55882352941,14717.64705882353,0.0,0.0,0.0,0.0,1.0020703933747412,1,NULL,NULL,NULL,NULL,1
"B02","2024-05-01 00:00:00+00",502,-4.9334661354581675,-24.431075697211156,2.153386454183267,8.231075697211155,0.2051792828685259,0.36852589641434264,0.049800796812749,0.08764940239043825,4532.8125,3280.3030303030305,0.0,0.0,0.0,0.00199203187250996,1.0,4,NULL,NULL,NULL,NULL,4
"B02","2024-06-01 00:00:00+00",474,-4.946800281293952,-22.63526722925457,1.981012658227848,7.6455696202531644,0.2320675105485232,0.43248945147679324,0.04008438818565401,0.07383966244725738,5060.466666666666,851.9230769230769,0.0,0.0,0.0,0.0,1.0,1,NULL,NULL,NULL,NULL,1
"B02","2024-07-01 00:00:00+00",568,-5.087910798122066,-22.981220657276996,2.3714788732394365,8.867957746478874,0.3028169014084507,0.5440140845070423,0.06338028169014084,0.1073943661971831,3011.54,1090.8163265306123,0.0,0.0,0.0,0.0017605633802816902,1.0,4,NULL,NULL,NULL,NULL,3
"B02","2024-08-01 00:00:00+00",568,-4.852083333333334,-23.49762323943662,2.2764084507042255,8.588028169014084,0.30985915492957744,0.5528169014084507,0.045774647887323945,0.08626760563380281,621.2765957446809,144.5121951219512,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2024-09-01 00:00:00+00",552,-4.924003623188406,-32.438073671497584,2.4420289855072466,9.164855072463768,0.23369565217391305,0.4076086956521739,0.07065217391304347,0.1213768115942029,10470.897435897436,2322.222222222222,0.0,0.0,0.0,0.0,1.0,7,NULL,NULL,NULL,NULL,3
"B02","2024-10-01 00:00:00+00",520,-4.8648397435897435,-20.245128205128204,2.4423076923076925,9.161538461538461,0.19615384615384615,0.3384615384615385,0.046153846153846156,0.08269230769230769,12973.529411764706,1082.7586206896551,0.0,0.0,0.0,0.0,1.001923076923077,5,NULL,NULL,NULL,NULL,6
"B02","2024-11-01 00:00:00+00",584,-4.913584474885845,-19.005707762557076,2.434931506849315,9.131849315068493,0.17294520547945205,0.3047945205479452,0.06335616438356165,0.11472602739726027,7256,56.52173913043478,0.0,0.0,0.0,0.0017123287671232876,1.0017123287671232,1,NULL,NULL,NULL,NULL,2
"B02","2024-12-01 00:00:00+00",574,-4.601105293775451,-19.847154471544716,2.367595818815331,8.883275261324043,0.16550522648083624,0.2979094076655052,0.05400696864111498,0.09930313588850175,5142.4390243902435,597.0238095238095,0.0,0.0,0.0,0.0,1.0,6,NULL,NULL,NULL,NULL,6
"B02","2025-01-01 00:00:00+00",648,-4.920427614631633,-18.707021604938273,2.294753086419753,8.649691358024691,0.1574074074074074,0.29012345679012347,0.05401234567901234,0.10802469135802469,5384.782608695652,625.5813953488372,0.0,0.0,0.0,0.0,1.0,4,NULL,NULL,NULL,NULL,3
"B02","2025-02-01 00:00:00+00",557,-4.6305804907241175,-19.767474566128065,2.3716337522441653,8.904847396768401,0.1741472172351885,0.3249551166965889,0.04847396768402154,0.08976660682226212,2447.3214285714284,31.836363636363636,0.0,0.0,0.0,0.0,1.0,2,NULL,NULL,NULL,NULL,2
"B02","2025-03-01 00:00:00+00",382,-4.812914485165794,-19.008158813263524,2.2591623036649215,8.5,0.1649214659685864,0.29842931937172773,0.034031413612565446,0.06282722513089005,764.6666666666666,61.29032258064516,0.0,0.0,0.0,0.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL
"B03","2003-01-01 00:00:00+00",376,-3.910195035460993,-16.953014184397162,2.4069148936170213,9.39627659574468,0.023936170212765957,0.04521276595744681,0.007978723404255319,0.02127659574468085,3.9893617021276597,0.7978723404255319,0.0,0.0,0.0,0.0,1.0,6,0.8888888888888888,0.1111111111111111,0.0,0.0,6
"B03","2003-02-01 00:00:00+00",309,-4.041693635382956,-17.50879180151025,6.880258899676376,10.928802588996763,0.19093851132686085,0.07766990291262135,0.032362459546925564,0.09385113268608414,0,0,0.0,0.0,0.0,0.0,1.0,3,0.8,0.0,0.0,0.0,3
"B03","2003-03-01 00:00:00+00",387,-3.724461670973299,-21.508182601205856,2.3798449612403103,9.266149870801033,0.07235142118863049,0.12661498708010335,0.007751937984496124,0.012919896640826873,38.75968992248062,18.087855297157624,0.0,0.0,0.0,0.0,1.0,3,0.7142857142857143,0.0,0.14285714285714285,0.0,3
"B03","2003-04-01 00:00:00+00",344,-3.4335271317829457,-16.113372093023255,2.5436046511627906,9.901162790697674,0.07848837209302326,0.13372093023255813,0.023255813953488372,0.06976744186046512,363.3720930232558,130.8139534883721,0.0,0.0,0.0,0.0,1.002906976744186,1,0.3333333333333333,0.6666666666666666,0.0,0.0,2
"B03","2003-05-01 00:00:00+00",418,-3.891188197767145,-14.719298245614034,2.6842105263157894,10.0,0.050239234449760764,0.09330143540669857,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0023923444976077,3,0.8333333333333334,0.16666666666666666,0.0,0.0,3
"B03","2003-06-01 00:00:00+00",365,-6.226712328767123,-20.361141552511416,2.536986301369863,9.419178082191781,0.06027397260273973,0.1095890410958904,0.0136986301369863,0.0273972602739726,0,0,0.0,0.0,0.0,0.0,1.0027397260273974,3,1.0,0.0,0.0,0.0,2
"B03","2003-07-01 00:00:00+00",399,-3.0313700918964077,-16.29782790309106,2.7017543859649122,10.00501253132832,0.03007518796992481,0.05513784461152882,0.002506265664160401,0.007518796992481203,0,0,0.0,0.0,0.0,0.0,1.0,3,0.8,0.2,0.4,0.0,3
"B03","2003-08-01 00:00:00+00",389,-3.721636675235647,-16.839717223650386,2.1953727506426737,8.573264781491003,0.02313624678663239,0.04884318766066838,0.005141388174807198,0.010282776349614395,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,NULL
"B03","2003-09-01 00:00:00+00",400,-3.0936666666666666,-16.26325,2.405,9.0625,0.0175,0.0325,0.005,0.0225,0,0,0.0,0.0,0.0,0.0,1.005,2,0.75,0.0,0.0,0.0,NULL
"B03","2003-10-01 00:00:00+00",370,-3.050045045045045,-14.368153153153154,2.3783783783783785,8.972972972972974,0.013513513513513514,0.02702702702702703,0.005405405405405406,0.010810810810810811,0.40540540540540543,0,0.0,0.0,0.0,0.0,1.0,5,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.14285714285714285,3
"B03","2003-11-01 00:00:00+00",294,-3.1846371882086166,-21.540192743764173,2.5714285714285716,9.60204081632653,0.05782312925170068,0.1054421768707483,0.01020408163265306,0.017006802721088437,3.401360544217687,0,0.0,0.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,4
"B03","2003-12-01 00:00:00+00",363,-3.2729568411386594,-17.762442607897153,2.6225895316804406,9.636363636363637,0.05234159779614325,0.09366391184573003,0.049586776859504134,0.08264462809917356,13.774104683195592,0.0027548209366391185,0.0,0.0,0.0,0.0,1.0,7,1.0,0.0,0.125,0.0,3
"B03","2004-01-01 00:00:00+00",298,-3.258165548098434,-19.073434004474272,2.684563758389262,9.835570469798657,0.07718120805369127,0.14093959731543623,0.0738255033557047,0.15100671140939598,3.523489932885906,3.523489932885906,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,2
"B03","2004-02-01 00:00:00+00",304,-3.768640350877193,-17.83251096491228,2.411184210526316,9.055921052631579,0.08881578947368421,0.1513157894736842,0.08223684210526316,0.10855263157894737,149.67105263157896,4.934210526315789,0.0,0.0,0.0,0.0,1.0032894736842104,3,0.5,0.0,0.25,0.0,3
"B03","2004-03-01 00:00:00+00",319,-3.5741379310344827,-16.785109717868337,2.445141065830721,9.10344827586207,0.06269592476489028,0.11598746081504702,0.05956112852664577,0.09717868338557993,64.26332288401254,5.6426332288401255,0.0,0.0,0.0,0.0,1.0,2,0.6666666666666666,0.16666666666666666,0.0,0.0,4
"B03","2004-04-01 00:00:00+00",318,-3.486740041928721,-19.534171907756814,2.5220125786163523,9.172955974842766,0.03459119496855346,0.059748427672955975,0.0031446540880503146,0.006289308176100629,19.49685534591195,11.0062893081761,0.0,0.0,0.0,0.0,1.0,1,0.5,1.0,0.0,0.0,1
"B03","2004-05-01 00:00:00+00",292,-3.6358447488584473,-18.429109589041097,2.5273972602739727,9.304794520547945,0.0684931506849315,0.13013698630136986,0.003424657534246575,0.003424657534246575,198.1164383561644,38.907534246575345,0.0,0.0,0.0,0.0,1.0068493150684932,3,0.375,0.125,0.0,0.0,2
"B03","2004-06-01 00:00:00+00",254,-3.7467847769028872,-22.39750656167979,2.6496062992125986,9.566929133858268,0.07480314960629922,0.12598425196850394,0.003937007874015748,0.007874015748031496,190.9448818897638,16.73228346456693,0.0,0.0,0.0,0.0,1.0,2,1.1428571428571428,0.0,0.0,0.0,2
"B03","2004-07-01 00:00:00+00",344,-3.50140503875969,-18.776598837209303,2.5,8.761627906976743,0.0755813953488372,0.12790697674418605,0.0,0.0,0.29069767441860467,1.308139534883721,0.0,0.0,0.0,0.0,1.0,4,1.25,0.0,0.0,0.0,3
"B03","2004-08-01 00:00:00+00",324,-6.509104938271605,-24.181738683127573,2.240740740740741,8.462962962962964,0.05864197530864197,0.10185185185185185,0.0,0.0,10.95679012345679,2.314814814814815,0.0,0.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,1
"B03","2004-09-01 00:00:00+00",282,-4.16193853427896,-21.009397163120568,2.5567375886524824,9.25177304964539,0.0673758865248227,0.12056737588652482,0.0035460992907801418,0.0070921985815602835,141.66666666666666,92.73049645390071,0.0,0.0,0.0,0.0,1.0,2,0.75,0.0,0.0,0.0,2
"B03","2004-10-01 00:00:00+00",307,-3.6863735070575463,-18.804234527687296,2.6938110749185666,9.456026058631922,0.048859934853420196,0.09120521172638436,0.0,0.0,387.2964169381107,42.6742671009772,0.0,0.0,0.0,0.0,1.003257328990228,2,0.75,0.5,0.25,0.0,2
"B03","2004-11-01 00:00:00+00",300,-3.7984444444444443,-19.898444444444443,2.6166666666666667,9.286666666666667,0.08333333333333333,0.15,0.006666666666666667,0.02,225.5,17.883333333333333,0.0,0.0,0.0,0.0,1.0033333333333334,8,1.0,0.0,0.0,0.0,3
"B03","2004-12-01 00:00:00+00",304,-3.70734649122807,-27.293969298245614,2.8782894736842106,9.993421052631579,0.10855263157894737,0.29605263157894735,0.03289473684210526,0.03289473684210526,2120.3947368421054,344.57236842105266,0.0,0.0,0.0,0.0,1.0098684210526316,7,0.875,0.125,0.0,0.0,2
"B03","2005-01-01 00:00:00+00",280,-3.9404166666666667,-23.22809523809524,3.8892857142857142,9.82857142857143,0.05,0.09285714285714286,0.007142857142857143,0.014285714285714285,458.39285714285717,223.19642857142858,0.0,0.0,0.0,0.0,1.0035714285714286,6,0.625,0.125,0.125,0.0,6
"B03","2005-02-01 00:00:00+00",272,-4.222732843137255,-24.030575980392157,2.7279411764705883,9.764705882352942,0.06985294117647059,0.13970588235294118,0.0,0.0,397.5,74.02573529411765,0.0,0.0,0.0,0.003676470588235294,1.0,8,0.8333333333333334,0.08333333333333333,0.0,0.0,3
"B03","2005-03-01 00:00:00+00",339,-3.9423795476892822,-21.675860373647986,2.7404129793510323,9.731563421828909,0.0943952802359882,0.14749262536873156,0.0029498525073746312,0.0058997050147492625,131.858407079646,19.35103244837758,0.0,0.0,0.0,0.0,1.0029498525073746,6,0.8,0.0,0.0,0.0,6
"B03","2005-04-01 00:00:00+00",298,-3.9860178970917226,-20.242281879194632,2.6946308724832213,9.573825503355705,0.09731543624161074,0.2483221476510067,0.003355704697986577,0.006711409395973154,334.3959731543624,70.98993288590604,0.0,0.0,0.003355704697986577,0.0,1.0,6,0.8888888888888888,0.0,0.1111111111111111,0.0,4
"B03","2005-05-01 00:00:00+00",310,-4.15994623655914,-18.456827956989247,2.6548387096774193,9.535483870967742,0.054838709677419356,0.1064516129032258,0.0,0.0,1322.741935483871,489.4258064516129,0.0,0.0032258064516129032,0.0,0.0032258064516129032,1.0032258064516129,2,0.5,0.3333333333333333,0.0,0.0,3
"B03","2005-06-01 00:00:00+00",309,-4.015587918015102,-19.271574973031285,2.8414239482200645,10.090614886731391,0.07119741100323625,0.12297734627831715,0.0,0.0,254.48543689320388,21.79935275080906,0.0,0.0,0.0,0.0,1.0,9,1.0,0.0,0.0,0.0,6
"B03","2005-07-01 00:00:00+00",310,-3.641935483870968,-19.47252688172043,2.661290322580645,9.532258064516128,0.07096774193548387,0.11935483870967742,0.0032258064516129032,0.0064516129032258064,196.45483870967743,4.519354838709678,0.0,0.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,4
"B03","2005-08-01 00:00:00+00",278,-3.7276378896882494,-18.624760191846523,2.658273381294964,9.517985611510792,0.03597122302158273,0.07913669064748201,0.0035971223021582736,0.017985611510791366,99.10071942446044,22.66187050359712,0.0,0.0,0.0,0.0,1.0,2,0.8333333333333334,0.0,0.0,0.0,1
"B03","2005-09-01 00:00:00+00",304,-3.9821820175438596,-21.86359649122807,2.6907894736842106,9.703947368421053,0.029605263157894735,0.05263157894736842,0.003289473684210526,0.006578947368421052,363.6513157894737,155.0690789473684,0.0,0.0,0.0,0.003289473684210526,1.0032894736842104,4,0.8571428571428571,0.2857142857142857,0.0,0.0,3
"B03","2005-10-01 00:00:00+00",342,-4.5019493177387915,-20.454483430799222,2.5994152046783627,9.248538011695906,0.06432748538011696,0.10818713450292397,0.0,0.0,139.92105263157896,62.909356725146196,0.0,0.0,0.0,0.0,1.0,4,0.75,0.5,0.0,0.0,3
"B03","2005-11-01 00:00:00+00",325,-5.912051282051282,-22.55297435897436,2.913846153846154,10.347692307692308,0.052307692307692305,0.08923076923076922,0.006153846153846154,0.012307692307692308,863.2307692307693,340.6953846153846,0.0,0.0,0.0,0.0,1.0030769230769232,4,0.75,0.125,0.0,0.125,3
"B03","2005-12-01 00:00:00+00",336,-3.838343253968254,-19.329712301587303,2.794642857142857,9.988095238095237,0.03869047619047619,0.06845238095238096,0.005952380952380952,0.011904761904761904,42.26488095238095,13.142857142857142,0.0,0.0,0.0,0.0,1.0,6,0.875,0.0,0.0,0.0,3
"B03","2006-01-01 00:00:00+00",332,-4.134086345381526,-19.973293172690763,2.6716867469879517,9.63855421686747,0.08433734939759036,0.1355421686746988,0.009036144578313253,0.015060240963855422,382.68373493975906,907.210843373494,0.0,0.0,0.0,0.0,1.0030120481927711,4,0.8333333333333334,0.0,0.16666666666666666,0.0,2
"B03","2006-02-01 00:00:00+00",326,-4.558895705521472,-19.256901840490798,2.6196319018404908,9.542944785276074,0.06748466257668712,0.1165644171779141,0.018404907975460124,0.03680981595092025,136.6564417177914,19.677914110429448,0.0,0.0,0.0,0.003067484662576687,1.0,5,1.0,0.0,0.0,0.0,4
"B03","2006-03-01 00:00:00+00",295,-3.874858757062147,-19.772542372881357,2.7084745762711866,9.840677966101694,0.01694915254237288,0.030508474576271188,0.003389830508474576,0.010169491525423728,255.08474576271186,19.847457627118644,0.0,0.0,0.0,0.0,1.0,3,0.8571428571428571,0.0,0.0,0.0,1
"B03","2006-04-01 00:00:00+00",290,-4.177931034482759,-19.911494252873563,2.524137931034483,9.062068965517241,0.04827586206896552,0.07931034482758621,0.010344827586206896,0.03103448275862069,116.37931034482759,48.22968197879859,0.0,0.0,0.0,0.0,1.0,6,0.8888888888888888,0.1111111111111111,0.0,0.0,4
"B03","2006-05-01 00:00:00+00",299,-3.9339464882943145,-19.659698996655518,2.839464882943144,9.979933110367893,0.05351170568561873,0.09364548494983277,0.016722408026755852,0.056856187290969896,2204.3478260869565,597.2789115646259,0.0,0.0,0.0,0.006688963210702341,1.0066889632107023,4,0.8333333333333334,0.16666666666666666,0.0,0.0,2
"B03","2006-06-01 00:00:00+00",318,-4.968867924528302,-20.563155136268342,2.8710691823899372,9.827044025157234,0.05660377358490566,0.11635220125786164,0.0,0.0,193.55974842767296,0.08766233766233766,0.0,0.0,0.0,0.0,1.0,7,1.0,0.0,0.0,0.0,3
"B03","2006-07-01 00:00:00+00",360,-3.650462962962963,-21.280324074074073,2.6,9.325,0.09722222222222222,0.19166666666666668,0.002777777777777778,0.005555555555555556,190.8361111111111,0.056818181818181816,0.0,0.0,0.0,0.0,1.0,5,0.7,0.1,0.0,0.0,5
"B03","2006-08-01 00:00:00+00",323,-4.464241486068111,-19.766769865841074,3.3126934984520124,8.464396284829721,0.1021671826625387,0.23529411764705882,0.0,0.0,233.74613003095976,63.94392523364486,0.0,0.0,0.0,0.0,1.0,2,1.0,0.0,0.0,0.0,1
"B03","2006-09-01 00:00:00+00",315,-4.197354497354497,-23.816296296296297,2.4603174603174605,8.895238095238096,0.08888888888888889,0.16825396825396827,0.0031746031746031746,0.006349206349206349,411.1111111111111,19.185303514376997,0.0,0.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,2
"B03","2006-10-01 00:00:00+00",339,-3.919026548672566,-24.197590953785642,2.784660766961652,9.970501474926253,0.13569321533923304,0.2713864306784661,0.0029498525073746312,0.02064896755162242,20782.248520710058,2231.9376854599404,0.0,0.0,0.0,0.0,1.008849557522124,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,2
"B03","2006-11-01 00:00:00+00",326,-4.071165644171779,-20.145245398773007,2.708588957055215,9.776073619631902,0.0705521472392638,0.12576687116564417,0.003067484662576687,0.006134969325153374,162.57668711656441,32.33542319749216,0.0,0.0,0.0,0.0,1.0,6,0.6666666666666666,0.2222222222222222,0.0,0.0,4
